Gyro X, Gyro Y, Gyro Z, Accel X, Accel Y, Accel Z
-1.23, 0.19, -4.21, 0.18, -0.14, 9.90
-1.44, -0.20, -3.92, 0.25, 0.14, 10.20
-1.19, -0.05, -3.51, 0.27, -0.42, 9.89
-0.65, 0.13, -3.03, 0.28, -0.59, 10.00
-0.04, 0.24, -2.93, 0.20, -0.54, 9.99
0.58, 0.34, -2.88, 0.39, -0.60, 9.56
1.30, 1.56, -2.93, 0.16, -0.67, 9.91
1.90, 1.26, -2.86, 0.40, -0.59, 9.12
2.82, 1.34, -2.62, 0.32, -0.63, 9.64
3.20, 0.75, -2.44, 0.48, -0.56, 8.81
4.55, 1.61, -1.98, -0.02, -0.53, 9.64
5.34, 1.01, -1.77, 0.05, -0.38, 8.96
6.32, 1.17, -1.82, -0.14, -0.39, 9.68
7.07, -0.35, -1.66, 0.24, -0.25, 8.83
7.76, -0.98, -1.15, 0.03, -0.34, 9.42
8.03, -1.43, -0.78, 0.09, -0.31, 9.03
8.36, -1.85, -0.62, 0.09, -0.19, 9.20
8.45, -1.91, -0.37, 0.18, -0.14, 9.34
8.67, -1.85, -0.01, 0.12, 0.09, 9.07
8.95, -1.33, 0.05, -0.00, 0.18, 9.18
9.35, -0.61, 0.21, -0.14, 0.20, 9.96
9.54, -0.40, 0.47, -0.05, 0.16, 9.82
9.41, -0.10, 0.61, -0.06, 0.03, 10.07
9.24, 0.19, 0.55, -0.46, 0.02, 10.59
8.23, -0.69, 0.15, -0.38, 0.02, 10.61
7.74, -0.81, -0.15, -0.39, 0.13, 10.98
6.87, -1.94, 0.01, -0.07, 0.18, 10.55
6.66, -1.72, 0.24, -0.51, 0.19, 11.32
5.90, -2.98, 0.26, -0.35, 0.32, 10.55
5.44, -3.55, 0.18, -0.25, 0.32, 11.04
4.67, -4.69, 0.40, 0.05, 0.36, 10.10
4.62, -4.20, 0.42, -0.20, 0.35, 10.40
3.72, -4.20, 0.29, 0.05, 0.17, 10.16
2.82, -3.52, 0.20, -0.29, 0.27, 10.20
1.70, -4.11, -0.31, 0.19, 0.33, 9.65
1.05, -3.72, -0.47, -0.06, 0.45, 9.94
-0.02, -4.40, -0.43, 0.16, 0.44, 9.39
-0.53, -3.97, -0.16, -0.06, 0.37, 9.92
-1.42, -4.43, 0.02, 0.09, 0.35, 9.23
-1.81, -4.15, 0.36, -0.16, 0.21, 9.96
-2.23, -5.08, 0.47, -0.04, 0.41, 9.31
-2.24, -5.04, 0.48, -0.19, 0.18, 9.73
-2.43, -4.97, 0.58, -0.03, 0.32, 9.26
-2.28, -4.39, 0.62, -0.02, 0.18, 9.59
-2.11, -3.97, 0.58, 0.09, 0.30, 9.51
-1.72, -3.68, 0.47, -0.05, 0.17, 9.60
-1.46, -3.52, 0.40, 0.07, 0.22, 9.36
-0.57, -3.12, 0.50, 0.04, 0.24, 9.74
0.36, -3.14, 0.79, 0.17, 0.22, 9.46
1.30, -2.72, 1.07, 0.07, -0.05, 9.92
2.17, -2.83, 1.40, 0.13, -0.03, 9.79
2.94, -3.09, 1.44, 0.29, -0.10, 9.73
4.04, -2.78, 1.61, 0.30, -0.13, 9.88
4.86, -3.26, 1.94, 0.39, -0.04, 9.65
5.74, -2.97, 2.12, 0.34, 0.06, 9.74
6.42, -2.69, 2.40, 0.65, 0.05, 9.38
7.09, -1.72, 2.82, 0.25, -0.07, 9.80
6.85, -2.03, 2.72, 0.19, -0.10, 9.62
6.70, -1.99, 2.57, 0.11, -0.01, 9.84
5.87, -2.40, 2.33, 0.26, 0.08, 9.63
5.05, -2.43, 2.18, 0.31, -0.10, 9.80
3.70, -2.53, 2.04, 0.14, -0.07, 9.67
2.40, -2.17, 1.59, 0.02, -0.03, 10.10
0.86, -2.37, 1.00, 0.25, -0.24, 9.59
-0.14, -1.73, 0.71, 0.22, -0.11, 9.78
-1.01, -0.58, 0.27, 0.04, -0.19, 9.67
-1.30, 0.47, -0.58, -0.10, -0.04, 9.79
-1.43, 1.55, -1.53, -0.02, -0.29, 9.85
-1.25, 2.70, -2.27, -0.13, -0.38, 9.91
-0.92, 3.58, -3.14, -0.37, -0.50, 10.40
-0.68, 2.91, -3.84, -0.36, -0.31, 10.21
-0.21, 2.31, -4.26, -0.09, -0.28, 10.26
0.52, 1.91, -4.18, -0.18, -0.29, 10.30
0.73, 1.55, -4.12, -0.21, -0.37, 10.10
1.17, 0.50, -3.84, -0.13, -0.12, 10.00
1.87, -0.80, -3.52, 0.10, -0.14, 9.84
2.72, -1.65, -3.29, 0.17, -0.19, 9.57
3.91, -1.80, -2.74, 0.16, -0.33, 9.13
5.05, -1.11, -2.55, -0.03, -0.17, 9.30
5.91, -0.60, -2.81, 0.09, -0.14, 9.00
7.13, 0.12, -2.98, 0.15, -0.12, 9.32
7.69, -0.33, -2.67, 0.11, 0.03, 8.97
8.02, -0.63, -2.17, 0.04, 0.27, 9.38
8.04, -1.39, -1.50, -0.02, 0.14, 9.22
7.74, -1.93, -0.82, 0.01, 0.10, 9.29
7.19, -2.53, -0.37, -0.31, 0.40, 9.53
6.41, -3.74, -0.11, -0.36, 0.41, 9.69
6.07, -4.38, -0.11, -0.34, 0.44, 9.53
5.37, -4.97, -0.29, -0.10, 0.48, 9.75
4.78, -4.79, -0.06, 0.03, 0.55, 9.77
3.89, -4.17, 0.19, 0.04, 0.57, 10.01
3.09, -3.91, 0.58, -0.02, 0.48, 10.21
2.43, -3.74, 0.60, -0.05, 0.67, 10.20
1.86, -3.22, 0.60, -0.06, 0.68, 10.86
1.07, -3.74, 0.67, 0.04, 0.44, 10.46
0.52, -3.48, 0.47, 0.07, 0.69, 11.01
-0.38, -3.55, 0.37, 0.11, 0.67, 10.71
-1.16, -2.86, 0.18, 0.30, 0.46, 10.96
-1.75, -2.24, 0.27, 0.28, 0.34, 10.52
-2.10, -1.50, 0.02, 0.15, 0.68, 10.91
-2.78, -0.70, -0.27, 0.09, 0.53, 10.56
-2.94, 0.08, -0.59, 0.05, 0.33, 10.68
-3.02, 0.25, -0.66, -0.14, 0.16, 10.55
-3.14, -0.08, -0.74, -0.23, 0.29, 10.49
-3.49, -0.88, -1.00, -0.32, 0.62, 10.92
-4.04, -2.81, -1.43, -0.42, 0.24, 10.22
-4.24, -3.91, -1.54, -0.39, 0.06, 10.24
-4.62, -5.37, -1.91, -0.41, 0.31, 10.17
-5.18, -6.34, -2.33, -0.25, 0.29, 9.88
-5.57, -6.99, -2.41, 0.10, 0.19, 9.45
-5.69, -6.48, -2.33, -0.03, 0.02, 9.38
-5.87, -6.13, -2.46, 0.19, 0.25, 9.30
-6.00, -5.43, -2.59, 0.16, -0.06, 9.34
-6.29, -4.50, -2.70, 0.37, -0.23, 8.97
-6.09, -2.72, -3.07, 0.23, -0.20, 9.19
-6.03, -1.96, -3.61, 0.33, -0.06, 9.12
-6.03, -1.20, -4.09, 0.47, -0.12, 9.28
-5.97, -0.80, -4.20, 0.66, -0.23, 8.87
-5.55, 1.27, -4.20, 0.54, -0.45, 9.39
-5.13, 1.87, -3.88, 0.56, -0.17, 9.26
-4.19, 1.89, -3.27, 0.49, -0.35, 9.52
-3.42, 1.77, -2.72, 0.45, -0.73, 9.58
-2.25, 1.01, -2.14, 0.37, -0.68, 9.35
-0.84, 1.03, -1.95, 0.14, -0.68, 9.79
0.23, 0.02, -1.75, 0.37, -0.64, 9.33
1.75, -0.06, -1.63, 0.20, -0.69, 9.44
3.19, -0.47, -1.30, 0.25, -0.60, 9.36
4.04, -0.94, -1.18, 0.03, -0.45, 9.62
4.65, -1.34, -1.26, 0.29, -0.57, 9.47
4.88, -1.20, -1.23, 0.14, -0.65, 9.75
4.57, -1.80, -0.94, 0.30, -0.38, 9.32
4.26, -1.56, -0.99, 0.25, -0.33, 9.83
3.75, -1.46, -0.95, 0.35, -0.20, 9.51
3.07, -1.04, -1.09, 0.23, -0.12, 9.77
2.27, -0.17, -1.42, 0.11, -0.16, 9.86
1.62, 0.07, -1.72, 0.24, 0.08, 9.87
1.50, 0.76, -1.79, 0.14, 0.14, 10.57
1.23, 0.55, -1.91, 0.31, -0.08, 9.93
1.30, 1.73, -1.97, 0.06, -0.21, 10.75
1.24, 1.79, -1.94, 0.17, -0.22, 10.61
1.16, 1.67, -2.24, 0.19, -0.12, 10.60
0.94, 2.16, -2.24, 0.14, -0.25, 10.44
0.88, 2.43, -2.22, -0.12, -0.15, 10.32
0.93, 2.33, -2.49, 0.16, -0.02, 10.21
1.21, 1.94, -2.41, 0.01, -0.01, 10.21
1.23, 1.38, -2.20, 0.25, -0.20, 9.70
1.79, 1.48, -2.10, 0.04, -0.20, 9.53
2.07, 1.48, -1.84, -0.08, -0.25, 9.75
2.08, 0.79, -1.95, 0.04, -0.23, 9.09
2.43, 0.50, -1.95, 0.01, -0.49, 9.15
2.33, 0.13, -2.05, 0.02, -0.50, 9.01
2.35, -0.20, -2.29, -0.04, -0.30, 8.90
2.33, -0.53, -2.37, 0.09, -0.37, 8.61
2.62, -0.01, -2.59, 0.06, -0.25, 8.64
2.71, 0.42, -2.82, -0.04, -0.14, 8.65
2.67, 0.86, -2.98, -0.08, 0.03, 8.67
2.82, 1.09, -3.18, -0.03, -0.15, 8.87
2.88, 1.76, -3.46, -0.23, 0.03, 9.06
2.80, 2.09, -3.77, -0.47, 0.01, 9.49
2.64, 1.35, -4.17, -0.29, 0.20, 9.77
2.66, 0.54, -4.07, -0.19, -0.04, 9.93
2.85, -0.49, -3.87, -0.12, -0.02, 10.03
3.40, -1.32, -3.71, -0.08, 0.30, 10.53
3.64, -1.78, -3.57, 0.14, 0.32, 10.60
4.02, -1.98, -3.17, 0.26, -0.03, 10.20
4.65, -0.85, -2.77, 0.25, -0.13, 10.49
5.23, 0.14, -2.56, 0.27, 0.30, 10.73
5.51, 0.15, -2.28, 0.40, 0.19, 10.36
6.13, 0.96, -1.81, 0.32, 0.16, 10.84
6.12, 1.11, -1.43, -0.22, 0.39, 10.58
5.94, 0.97, -1.64, -0.40, 0.59, 11.59
5.09, -1.11, -1.79, -0.11, 0.45, 10.95
4.23, -2.75, -1.42, -0.05, 0.28, 11.10
2.76, -4.01, -0.89, -0.08, 0.36, 11.05
0.73, -4.94, -0.48, -0.30, 0.52, 10.69
-1.17, -5.49, -0.69, -0.26, 0.49, 10.46
-2.84, -5.60, -1.34, -0.27, 0.43, 10.37
-3.56, -5.88, -1.63, -0.18, 0.44, 10.36
-5.17, -6.60, -1.88, 0.07, 0.45, 10.31
-6.55, -6.00, -1.65, 0.45, 0.36, 9.67
-7.54, -3.01, -1.27, 0.21, 0.45, 9.77
-8.64, -1.15, -1.48, -0.30, 0.52, 10.04
-9.80, -1.22, -2.42, -0.25, 0.48, 9.29
-10.30, 0.05, -3.70, -0.50, 0.36, 11.16
-11.53, -2.58, -4.57, 0.23, 0.36, 9.77
-11.89, -3.58, -4.28, 0.72, 0.41, 9.28
-11.74, -0.98, -3.11, 0.80, -0.01, 8.90
-11.32, 2.20, -2.17, 0.12, 0.14, 10.10
-10.64, 0.55, -2.00, -0.01, -0.06, 9.58
-9.22, -0.93, -2.20, 0.17, -0.37, 9.52
-7.25, -1.01, -2.04, 0.04, -0.02, 9.26
-5.17, -1.56, -1.83, -0.11, -0.24, 9.25
-3.07, -2.70, -1.60, 0.42, -0.31, 8.75
-1.08, -1.98, -1.25, 0.36, -0.25, 9.22
-0.62, -2.17, -1.06, 0.34, -0.41, 8.99
0.54, -2.33, -0.82, 0.23, -0.57, 9.06
1.47, -2.60, -0.79, 0.29, -0.46, 8.66
2.20, -1.49, -0.83, 0.27, -0.17, 9.29
2.27, -1.05, -0.79, 0.18, -0.28, 9.14
2.09, -0.91, -0.82, 0.26, -0.49, 9.30
1.91, -0.58, -0.98, 0.11, -0.28, 9.78
1.19, -0.53, -1.05, 0.22, -0.48, 9.96
0.24, 0.01, -1.23, 0.24, -0.52, 10.16
-1.03, 0.24, -1.41, 0.28, -0.21, 10.30
-2.45, 0.23, -1.40, 0.47, -0.31, 10.34
-3.11, 0.42, -1.31, 0.51, -0.45, 10.27
-4.58, 1.56, -0.99, 0.46, -0.97, 10.29
-6.00, 2.08, -0.90, 0.20, -0.99, 10.26
-7.00, 2.22, -1.41, 0.05, -1.12, 10.51
-7.68, 2.17, -1.97, 0.05, -1.27, 10.15
-7.29, 2.47, -2.40, -0.29, -0.94, 10.53
-6.61, 1.56, -2.66, -0.11, -0.75, 9.79
-5.17, 0.98, -2.54, -0.09, -0.77, 9.69
-3.85, 0.77, -2.09, -0.28, -0.87, 9.89
-2.99, -1.17, -1.61, -0.24, -1.03, 9.63
-1.67, -3.11, -1.27, -0.31, -0.90, 9.53
-0.63, -4.61, -1.19, -0.26, -0.67, 9.18
0.44, -5.16, -1.36, -0.15, -0.56, 8.82
1.00, -5.30, -1.50, -0.00, -0.52, 8.54
2.52, -4.35, -1.53, 0.32, -0.16, 8.47
3.66, -2.46, -1.53, 0.32, -0.05, 8.47
4.36, -0.96, -1.96, 0.41, 0.06, 8.58
4.88, 0.34, -2.49, 0.46, 0.17, 8.57
4.73, 2.08, -3.02, 0.53, 0.32, 8.86
4.30, 3.88, -3.53, 0.56, 0.12, 8.85
3.67, 5.35, -4.06, 0.52, 0.26, 9.40
2.81, 5.97, -4.26, 0.66, 0.26, 9.45
2.01, 6.38, -4.26, 0.49, 0.25, 9.65
1.55, 6.53, -4.21, 0.23, 0.32, 9.83
1.27, 6.25, -4.30, 0.19, 0.49, 9.66
1.22, 6.44, -4.32, 0.07, 0.18, 10.31
1.16, 6.25, -4.25, -0.13, 0.09, 10.24
1.28, 5.24, -3.97, -0.03, 0.37, 10.19
1.27, 3.73, -3.11, -0.17, 0.16, 10.36
1.00, 2.23, -2.46, -0.33, 0.01, 10.52
0.53, 0.50, -1.78, -0.27, -0.07, 10.66
-0.21, -2.21, -1.17, -0.27, -0.10, 10.27
-0.80, -3.66, -0.89, -0.20, 0.13, 10.57
-1.40, -4.25, -0.65, -0.05, -0.07, 9.64
-1.90, -3.67, -0.72, 0.22, 0.07, 9.72
-2.46, -1.64, -0.81, 0.19, -0.16, 9.89
-3.14, 1.32, -1.00, 0.14, -0.53, 9.96
-3.49, 2.94, -1.20, -0.04, -0.55, 10.84
-4.61, 3.27, -2.19, -0.04, -0.46, 10.21
-5.12, 3.92, -3.24, 0.17, -0.50, 10.25
-5.70, 5.07, -4.01, 0.22, -0.52, 10.64
-6.36, 5.62, -4.51, 0.23, -0.32, 9.82
-6.24, 7.35, -5.31, 0.26, -0.38, 10.16
-6.49, 8.25, -5.66, 0.18, -0.18, 10.15
-5.98, 8.69, -5.71, -0.10, -0.14, 9.76
-5.05, 9.28, -5.86, -0.31, -0.24, 10.37
-4.55, 7.80, -5.68, -0.60, -0.21, 10.77
-4.17, 4.25, -5.46, -0.46, -0.14, 10.54
-3.62, 0.33, -4.86, -0.41, -0.07, 10.29
-3.31, -1.02, -4.33, -0.35, 0.14, 10.15
-2.60, -3.06, -3.15, -0.13, 0.26, 9.61
-1.75, -4.49, -2.12, 0.06, 0.36, 9.50
-0.73, -4.85, -1.18, 0.43, 0.46, 9.08
0.40, -3.72, -0.62, 0.36, 0.32, 9.27
1.17, -2.59, -0.46, 0.48, 0.14, 9.09
1.67, -0.59, -0.66, 0.73, 0.32, 9.05
1.94, 1.93, -0.95, 0.75, 0.17, 9.27
1.65, 4.11, -1.08, 0.73, 0.14, 9.23
1.23, 6.00, -0.92, 0.96, 0.22, 9.41
0.58, 7.80, -0.59, 0.63, 0.24, 9.43
0.05, 8.71, -0.28, 0.49, 0.12, 9.73
-0.47, 8.61, 0.02, 0.24, 0.09, 9.98
-1.05, 7.96, 0.42, -0.20, -0.43, 10.31
-1.58, 6.80, 0.30, -0.33, -0.47, 10.70
-1.77, 5.76, 0.33, -0.43, -0.42, 10.81
-2.32, 2.57, 0.34, -0.40, -0.51, 10.36
-2.64, -0.16, 0.53, -0.15, -0.54, 10.08
-2.78, -1.82, 0.95, -0.11, -0.45, 9.63
-2.76, -2.82, 1.43, 0.03, -0.52, 9.31
-2.72, -3.13, 1.54, 0.02, -0.70, 9.04
-2.23, -2.56, 1.15, 0.14, -0.80, 9.06
-1.79, -1.52, 0.10, 0.01, -0.53, 8.94
-1.01, 0.18, -1.00, 0.21, -0.45, 8.73
-0.30, 2.94, -1.65, 0.36, -0.40, 8.97
0.16, 4.97, -2.20, 0.20, -0.31, 9.19
0.40, 6.10, -2.39, 0.26, -0.27, 9.36
0.74, 6.42, -2.57, 0.12, -0.23, 9.83
0.93, 5.58, -2.55, 0.04, -0.20, 9.95
1.65, 4.46, -2.37, 0.10, -0.14, 9.81
2.08, 4.27, -2.21, 0.12, -0.15, 9.89
3.12, 4.33, -1.94, -0.08, 0.00, 10.18
3.93, 4.07, -1.56, -0.25, 0.14, 10.05
4.81, 3.46, -1.16, -0.23, 0.16, 10.26
5.50, 2.04, -0.66, -0.46, 0.08, 10.44
5.58, -0.05, -0.18, -0.51, 0.05, 10.51
5.00, -2.40, 0.43, -0.37, -0.07, 10.41
4.36, -4.20, 1.14, -0.52, -0.03, 10.68
3.40, -6.32, 1.44, -0.37, 0.12, 10.33
2.51, -7.23, 1.81, -0.16, 0.11, 10.32
1.49, -6.92, 2.08, -0.09, 0.34, 10.23
0.26, -5.82, 2.27, 0.23, 0.63, 9.85
-1.21, -3.46, 2.54, 0.10, -0.10, 10.33
-3.12, -1.95, 2.23, -0.18, -0.11, 10.26
-4.10, -1.45, 1.95, -0.34, -0.05, 10.35
-6.40, -1.72, 1.02, -0.22, -0.54, 10.50
-8.32, -1.42, 0.03, -0.10, -0.27, 10.49
-9.58, -1.04, -0.45, 0.02, 0.03, 10.22
-10.44, 0.08, -0.40, 0.16, -0.36, 10.27
-10.77, 1.29, -0.37, -0.33, -0.43, 10.60
-10.93, 1.00, -0.54, -0.25, -0.68, 10.59
-10.80, 0.05, -1.08, -0.45, -1.00, 10.61
-10.70, -1.46, -1.91, -0.24, -0.65, 10.28
-10.07, -2.37, -2.46, 0.07, -0.47, 9.85
-9.11, -2.33, -2.30, 0.22, -0.29, 9.44
-7.96, -1.24, -1.98, 0.23, -0.22, 9.62
-7.42, -0.87, -1.88, 0.36, -0.32, 9.66
-6.39, -0.56, -1.55, 0.14, -0.29, 9.64
-5.64, -0.92, -1.45, 0.26, -0.19, 9.93
-5.49, -1.37, -1.40, 0.29, -0.22, 9.68
-5.26, -1.50, -1.44, 0.34, -0.08, 9.42
-5.34, -1.50, -1.23, 0.61, -0.01, 9.27
-5.74, -1.12, -1.10, 0.68, 0.22, 9.03
-5.39, 0.02, -0.76, 0.87, 0.24, 8.75
-5.00, 1.56, -0.32, 0.98, 0.34, 9.27
-4.96, 3.08, 0.19, 0.91, 0.10, 8.76
-4.23, 5.79, 0.79, 0.64, -0.11, 9.57
-4.36, 6.48, 1.25, -0.04, -0.50, 10.07
-4.54, 6.20, 1.25, -0.12, -0.65, 9.85
-4.74, 5.83, 0.96, -0.34, -0.65, 10.33
-5.28, 3.67, 0.28, -0.68, -0.57, 10.58
-5.92, 1.45, -0.25, -0.32, -0.53, 9.95
-6.03, 0.94, -0.13, -0.48, -0.70, 10.57
-6.04, -0.56, -0.07, -0.60, -0.56, 10.58
-6.03, -2.14, -0.17, -0.38, -0.46, 10.39
-5.91, -3.33, -0.14, -0.28, -0.61, 10.67
-6.23, -4.97, -0.27, -0.03, -0.43, 9.74
-6.56, -4.60, -0.39, 0.38, -0.35, 9.62
-7.19, -3.81, -0.34, 0.76, -0.50, 9.14
-7.39, -3.16, -0.31, 0.79, -0.38, 8.70
-7.59, -0.66, -0.29, 0.96, -0.41, 8.74
-7.63, 2.46, -0.44, 0.69, -0.67, 8.93
-7.39, 5.26, -1.04, 0.39, -0.70, 9.05
-6.84, 7.35, -1.44, 0.40, -0.95, 9.03
-6.11, 8.08, -1.83, -0.09, -0.90, 9.27
-5.30, 7.28, -1.98, -0.04, -0.84, 9.17
-3.81, 5.81, -1.26, -0.27, -0.64, 9.35
-2.13, 3.17, -0.16, -0.35, -0.33, 9.35
0.11, 0.12, 1.12, -0.35, -0.38, 9.64
1.94, -3.10, 2.56, -0.48, -0.61, 9.54
2.78, -4.45, 3.10, -0.61, -0.59, 9.79
3.98, -6.84, 3.50, -0.47, -0.75, 9.85
4.65, -8.53, 3.52, -0.20, -0.78, 9.33
5.10, -8.93, 3.19, 0.03, -0.37, 9.35
4.70, -8.19, 2.82, 0.16, -0.37, 9.28
4.14, -6.23, 2.66, 0.31, -0.37, 9.04
3.80, -3.42, 2.06, 0.26, -0.54, 9.85
2.82, -1.63, 1.28, 0.16, -0.58, 9.51
2.44, 0.54, 0.48, 0.10, -0.60, 10.35
1.84, 0.34, -0.13, 0.07, -0.44, 10.22
1.64, -0.30, -0.48, 0.20, -0.24, 9.87
1.88, -0.12, -0.24, 0.24, -0.55, 10.29
1.95, -0.74, 0.27, -0.12, -0.61, 9.74
2.32, -0.96, 0.43, -0.17, -0.59, 9.89
2.97, -1.57, 0.61, -0.00, -1.04, 10.53
3.49, -2.45, 0.37, -0.63, -0.66, 10.18
4.16, -2.70, -0.76, -0.40, -0.51, 10.32
4.27, -3.54, -2.03, -0.13, -0.31, 10.32
3.93, -3.33, -2.66, 0.48, -0.14, 9.33
3.19, -1.51, -2.65, 0.60, 0.07, 9.63
2.04, -0.24, -2.53, 0.82, 0.07, 9.14
1.10, 1.99, -2.46, 0.80, 0.03, 9.14
0.21, 4.09, -2.62, 0.35, -0.31, 9.84
-0.56, 4.45, -3.17, 0.15, -0.46, 9.76
-0.77, 4.48, -3.48, 0.34, -0.98, 9.80
-0.99, 4.26, -3.33, 0.30, -0.84, 9.75
-0.97, 4.14, -2.95, 0.20, -0.86, 9.62
-0.67, 3.56, -2.11, 0.19, -1.02, 9.24
0.15, 2.65, -1.05, -0.28, -0.96, 9.46
0.71, 0.76, -0.38, -0.52, -1.25, 9.72
1.46, -1.66, 0.14, -0.77, -1.41, 10.03
1.98, -5.23, 0.13, -0.63, -1.41, 10.03
2.48, -8.26, 0.48, -0.15, -1.27, 9.34
3.25, -9.08, 1.28, -0.07, -0.90, 9.29
3.87, -9.37, 1.96, 0.43, -0.81, 8.67
4.46, -7.56, 2.29, 0.45, -0.95, 9.03
4.80, -5.95, 1.90, 0.52, -0.98, 8.90
5.09, -5.04, 1.40, 0.48, -0.93, 8.74
6.26, -2.39, -0.01, 0.22, -1.09, 9.67
7.13, 0.02, -1.63, 0.37, -1.24, 9.30
8.54, 3.53, -2.56, 0.39, -0.91, 9.23
9.75, 6.88, -2.84, 0.04, -0.97, 9.89
10.02, 8.36, -2.50, -0.33, -0.86, 9.99
10.17, 7.48, -2.32, -1.06, -0.63, 11.15
9.31, 3.17, -2.20, -1.30, -0.33, 11.07
8.78, -1.64, -1.71, -1.11, -0.03, 11.55
7.83, -7.40, -0.75, -0.91, 0.50, 10.92
6.78, -11.63, 0.02, -0.68, 0.75, 11.25
5.19, -14.80, 0.27, -0.29, 0.68, 11.04
3.23, -16.16, 0.14, 0.11, 0.38, 10.44
2.25, -15.93, -0.15, 0.33, 0.21, 10.71
0.08, -14.69, -1.05, 0.89, 0.08, 10.46
-2.19, -11.24, -1.53, 1.14, 0.02, 9.86
-3.85, -5.52, -1.87, 1.57, -0.01, 9.86
-5.03, 0.44, -1.64, 1.10, -0.04, 9.09
-5.27, 5.11, -1.31, 0.62, -0.29, 10.26
-5.81, 6.66, -1.06, -0.09, -0.36, 9.95
-5.51, 6.30, -1.25, -1.01, -0.79, 10.88
-5.54, 2.42, -1.77, -0.90, -0.46, 10.76
-5.34, -1.77, -1.67, -0.91, -0.40, 9.91
-4.32, -5.37, -0.53, -0.42, -0.18, 9.77
-3.94, -7.25, 0.40, -0.24, -0.01, 9.52
-3.18, -10.79, 2.19, -0.19, -0.08, 9.32
-2.39, -13.40, 3.52, 0.22, -0.17, 8.78
-1.53, -14.03, 4.33, 0.51, -0.59, 8.61
-0.86, -13.59, 4.41, 1.01, -0.66, 8.07
0.34, -10.86, 4.29, 1.01, -0.71, 7.84
1.59, -6.87, 3.59, 1.22, -0.83, 7.70
2.88, -1.38, 2.38, 0.91, -1.08, 7.32
4.51, 4.36, 0.69, 0.70, -1.44, 7.74
6.13, 8.42, -0.69, 0.70, -1.46, 8.56
6.65, 9.52, -1.14, 0.56, -1.27, 8.65
8.04, 11.22, -1.81, 0.18, -0.57, 9.84
9.38, 10.83, -2.38, -0.10, -0.18, 10.39
10.42, 9.32, -2.88, -0.13, -0.04, 10.83
10.54, 7.04, -3.05, 0.17, 0.20, 11.33
9.38, 4.86, -2.98, -0.05, -0.04, 10.73
7.80, 4.14, -3.03, 0.05, -0.40, 11.23
5.22, 3.24, -3.46, -0.25, -0.40, 10.88
2.68, 2.46, -3.97, -0.31, -0.61, 11.80
-0.17, 0.32, -4.49, -0.51, -0.44, 11.38
-2.19, -2.74, -4.68, -0.45, -0.04, 11.46
-2.89, -6.37, -4.30, -0.02, 0.41, 10.46
-2.66, -7.29, -3.84, 0.08, 0.51, 10.55
-2.43, -8.29, -2.58, 0.73, 0.38, 10.11
-2.14, -6.62, -0.83, 0.89, 0.30, 9.75
-1.50, -3.40, 0.42, 0.72, 0.19, 10.24
-1.26, -0.96, 0.71, 0.40, 0.29, 9.89
-1.40, 0.69, 0.37, 0.83, 0.09, 10.54
-2.25, 1.43, 0.14, 1.30, 0.26, 9.65
-3.09, 3.79, 0.15, 1.14, 0.39, 9.79
-3.99, 6.46, 0.24, 1.18, 0.51, 9.05
-4.94, 9.87, 0.48, 0.62, 0.49, 9.29
-5.62, 10.97, 0.55, 0.59, 0.32, 9.27
-5.94, 11.05, 0.49, -0.22, -0.20, 9.22
-6.37, 9.88, 0.74, -0.06, -0.53, 9.77
-7.35, 7.80, 1.21, -0.46, -0.76, 9.97
-7.71, 6.18, 1.35, -0.49, -0.78, 9.86
-7.55, 3.07, 1.77, -0.92, -0.48, 9.85
-7.03, -0.75, 1.65, -1.01, -0.61, 9.48
-6.01, -3.78, 1.34, -0.62, -0.85, 9.46
-4.82, -5.92, 0.88, 0.01, -0.94, 8.94
-3.32, -5.94, 0.57, 0.41, -1.19, 8.62
-1.60, -4.28, 0.48, 0.82, -1.07, 7.79
0.57, 0.23, 0.66, 0.69, -1.00, 7.73
2.58, 3.80, 0.80, 0.46, -1.03, 7.54
5.14, 6.36, 1.11, 0.24, -0.72, 8.01
7.50, 6.15, 1.78, 0.11, -0.57, 8.07
9.69, 5.06, 2.87, -0.02, -0.81, 8.72
10.83, 4.30, 3.62, -0.07, -0.96, 9.00
12.44, 2.54, 4.82, -0.43, -0.97, 9.44
13.76, 0.57, 4.93, -0.49, -0.69, 10.49
14.77, -0.98, 4.18, -0.54, -0.44, 10.15
15.57, -1.19, 2.96, -0.17, -0.07, 11.19
16.07, -0.63, 1.91, 0.22, 0.19, 10.65
16.37, 2.61, 1.27, 0.30, 0.10, 11.64
15.24, 5.55, 0.89, 0.09, 0.44, 11.82
13.47, 7.28, 0.66, -0.36, 0.72, 12.81
10.73, 6.49, 0.31, -0.57, 0.98, 12.80
7.37, 4.91, -0.10, -0.83, 1.13, 13.23
3.36, 2.12, -0.17, -0.83, 1.19, 13.08
-0.71, -1.08, -0.50, -0.81, 1.26, 13.31
-4.62, -4.08, -1.13, -0.36, 1.45, 12.82
-8.21, -5.38, -1.65, -0.01, 1.61, 12.27
-9.92, -5.49, -1.85, 0.22, 1.59, 11.74
-12.91, -3.88, -1.96, 0.70, 1.38, 10.97
-15.34, -0.32, -1.85, 0.85, 1.05, 10.24
-17.22, 2.76, -1.81, 0.83, 0.79, 9.95
-18.85, 3.82, -2.01, 0.65, 0.63, 9.58
