Gyro X, Gyro Y, Gyro Z, Accel X, Accel Y, Accel Z
1.24, 0.98, -18.88, 0.11, -0.05, 9.76
1.23, 0.98, -18.93, -0.01, -0.07, 9.93
1.01, 0.57, -19.16, -0.04, -0.11, 9.91
0.95, -0.20, -19.55, -0.09, -0.06, 9.92
0.85, -0.82, -20.18, 0.10, -0.06, 9.76
0.81, -0.81, -20.24, 0.20, -0.08, 9.72
0.84, -0.48, -20.32, 0.13, -0.02, 9.83
0.89, -0.53, -20.68, 0.04, -0.07, 9.81
0.50, -0.27, -21.29, 0.11, -0.11, 9.80
0.72, -0.12, -21.77, 0.19, 0.02, 9.76
0.58, 0.28, -21.87, 0.25, 0.02, 9.80
0.58, 0.69, -22.03, 0.08, -0.02, 9.98
0.40, 0.30, -22.34, -0.03, -0.03, 10.05
0.20, -0.50, -22.99, 0.00, -0.03, 10.04
0.41, -0.76, -23.48, 0.11, -0.04, 9.88
0.29, -0.34, -23.52, 0.20, -0.03, 9.77
0.40, 0.34, -23.54, 0.18, -0.03, 9.78
0.52, 1.08, -23.64, -0.12, -0.36, 9.51
0.63, 1.91, -24.30, -0.31, -0.35, 9.49
0.54, 2.45, -25.28, -0.29, -0.14, 9.45
0.35, 3.59, -26.03, -0.33, -0.18, 9.26
0.31, 4.97, -26.48, -0.51, 0.26, 9.87
0.13, 3.87, -26.71, -0.37, 0.63, 10.29
0.37, 1.56, -26.17, -0.35, -0.07, 9.96
0.79, -0.22, -25.60, -0.58, -0.49, 9.97
0.43, -1.34, -25.54, -0.36, -0.31, 10.02
-0.11, -1.40, -25.97, -0.03, -0.29, 9.49
-0.71, 0.76, -27.22, 0.02, 0.24, 8.84
