Gyro X, Gyro Y, Gyro Z, Accel X, Accel Y, Accel Z
11.45, -14.88, -74.28, -1.15, 0.32, 11.78
11.65, -18.56, -75.94, -0.76, 0.90, 11.23
12.04, -20.77, -78.33, 0.70, 2.12, 9.87
12.38, -20.38, -79.67, 1.38, 2.16, 9.88
12.05, -16.30, -81.10, 2.22, 1.57, 9.28
11.25, -10.55, -81.87, 2.46, 1.14, 9.13
8.51, 1.55, -82.44, 2.31, 0.83, 10.12
4.39, 7.46, -82.36, 1.80, 1.39, 10.35
1.87, 7.97, -81.57, 1.54, 2.16, 10.37
-1.30, 7.90, -79.19, 1.54, 2.70, 10.40
-3.27, 6.74, -76.60, 1.39, 2.47, 10.72
-7.00, 5.29, -71.87, 0.89, 0.69, 10.66
-9.07, 5.11, -68.21, 1.20, 0.40, 10.79
-10.99, 1.31, -61.48, 2.39, 0.60, 10.40
-10.93, -0.99, -57.12, 1.91, 0.70, 9.59
-10.03, 2.96, -52.31, 1.74, 0.24, 8.30
-7.93, 14.23, -47.78, 1.08, -0.38, 7.93
-6.10, 19.65, -45.62, 0.55, -0.51, 8.48
-2.97, 21.32, -43.30, -0.08, -0.83, 9.15
-0.76, 19.76, -41.75, -0.22, -0.72, 9.10
2.87, 16.50, -38.52, -0.55, -0.92, 9.43
5.25, 13.28, -36.07, -0.44, -0.88, 9.43
8.59, 6.42, -31.81, -0.40, -0.78, 9.54
9.65, 3.33, -29.01, -0.53, -0.80, 9.88
9.39, 0.19, -24.97, -0.74, -0.36, 10.63
7.95, -3.21, -21.61, -0.48, -0.70, 10.53
6.26, -4.91, -19.92, -0.33, -0.68, 10.43
3.20, -6.21, -18.14, -0.42, -0.88, 10.42
0.89, -7.54, -17.48, -0.14, -0.95, 10.48
-1.84, -8.57, -15.84, 0.22, -1.37, 10.27
-3.33, -8.81, -14.05, 0.37, -1.44, 10.16
-4.22, -8.33, -11.11, 0.56, -1.30, 9.27
-4.23, -5.87, -8.64, 1.02, -1.27, 8.73
-2.94, -0.63, -4.78, 0.57, -0.79, 8.87
-0.83, 2.47, -3.00, -0.01, -0.78, 8.99
0.98, 3.52, -2.42, -0.18, -0.75, 9.63
3.40, 3.38, -1.93, 0.25, -0.77, 9.45
5.30, 1.66, -0.63, 0.79, -0.96, 9.49
8.45, -0.58, 2.33, 0.31, -0.75, 9.04
10.80, -0.92, 3.63, 0.28, -0.50, 8.98
14.33, -0.08, 6.15, 0.02, -0.80, 9.15
16.08, -1.55, 7.51, -0.30, -0.62, 9.75
17.93, -6.64, 8.26, -0.16, -0.22, 9.19
18.97, -7.09, 9.19, 0.11, -0.15, 9.00
18.90, -6.74, 9.77, 0.13, -0.09, 9.16
17.41, -8.21, 9.08, 0.00, -0.06, 9.58
15.79, -8.54, 8.36, 0.09, -0.06, 9.53
12.52, -7.93, 7.92, 0.35, -0.19, 9.35
10.12, -7.26, 7.88, 0.44, -0.21, 8.94
7.61, -6.16, 7.93, 1.05, -1.05, 9.91
6.00, -7.32, 8.08, 1.17, -1.16, 9.90
6.52, -8.21, 7.65, 0.68, -1.02, 9.78
9.38, -4.23, 4.92, -0.26, -0.88, 10.04
11.80, 1.49, 2.18, -0.52, -0.79, 9.98
15.22, 8.70, -1.52, -0.36, -0.91, 10.85
16.40, 9.55, -2.37, -0.69, -0.60, 11.25
17.57, 5.81, -2.17, -0.72, -0.18, 10.91
17.95, 1.70, -1.31, -0.59, 0.10, 11.27
17.47, -4.90, 0.82, -0.65, 0.05, 11.87
15.74, -9.30, 1.74, -0.28, 0.28, 10.86
13.40, -11.83, 2.52, -0.05, 0.30, 9.31
10.58, -9.09, 2.64, 0.16, 0.43, 9.54
8.13, -7.18, 2.59, 0.52, 0.39, 9.35
5.38, -5.46, 2.86, 1.12, 0.03, 9.16
4.14, -4.73, 2.73, 1.08, -0.24, 9.20
3.59, -2.89, 0.67, 0.46, -0.09, 9.06
3.60, 0.63, -1.61, 0.52, -0.24, 9.07
5.04, 10.18, -3.51, 1.14, -0.23, 8.09
6.97, 17.60, -3.17, 0.17, -0.07, 9.61
7.50, 18.27, -3.13, -0.49, -0.09, 10.05
8.51, 13.70, -3.40, -1.29, -0.13, 11.51
9.22, 7.58, -3.12, -1.27, 0.02, 11.16
12.32, -0.95, -0.88, -0.74, 0.35, 11.39
13.55, -6.03, 1.97, -0.21, 0.23, 10.65
14.36, -8.96, 6.88, -0.11, 0.13, 10.17
13.39, -10.61, 9.47, -0.59, 0.09, 9.72
12.34, -11.19, 9.43, -0.66, -0.16, 9.60
9.96, -12.12, 8.22, -0.66, -0.15, 9.59
8.28, -12.44, 7.19, 0.16, -0.61, 8.81
6.84, -11.55, 6.22, 0.77, -0.89, 9.31
5.68, -10.11, 5.20, 0.73, -0.73, 8.63
5.20, -1.98, 2.40, 0.09, -0.96, 8.17
5.23, 9.18, -1.76, -0.19, -1.11, 9.42
5.84, 12.47, -4.81, -0.85, -1.14, 10.72
6.85, 11.18, -7.61, -1.13, -0.88, 11.14
8.77, 9.79, -7.88, -1.42, -0.57, 10.98
12.36, 5.07, -6.10, -1.14, 0.17, 11.32
14.38, -0.32, -3.59, -0.57, 0.18, 10.73
15.99, -8.94, 0.59, -0.81, -0.25, 11.08
15.38, -13.48, 2.27, -0.94, -0.12, 10.42
13.69, -16.96, 2.88, -0.73, 0.09, 9.51
11.70, -16.45, 2.52, -0.43, 0.50, 8.66
10.48, -14.55, 2.26, -0.05, 0.54, 7.85
9.76, -12.25, 1.51, 0.33, -0.41, 8.47
9.28, -11.94, 0.78, 0.02, -0.73, 8.18
9.41, -10.12, -1.39, 0.61, -0.94, 8.41
9.63, -7.08, -2.31, 1.18, -0.96, 7.90
11.99, -0.76, -3.20, 0.55, -0.16, 9.13
15.62, 1.84, -4.73, -0.00, -0.35, 9.19
19.28, 2.82, -5.12, 0.10, -0.45, 9.49
23.73, 1.89, -4.39, -0.35, -0.32, 10.84
25.17, -1.13, -3.70, -0.38, 0.11, 10.66
25.65, -5.65, -2.43, -0.20, 0.19, 10.81
24.63, -8.25, -1.79, -0.23, 0.39, 11.28
21.53, -11.31, -1.31, 0.12, 0.54, 10.20
19.27, -11.84, -0.97, 0.73, 0.65, 10.27
15.53, -10.62, -0.28, 1.09, 1.16, 10.00
12.89, -8.26, -0.85, 1.33, 0.66, 10.00
11.58, -5.75, -2.37, 1.26, 0.28, 10.07
9.01, 1.48, -6.04, 1.10, 0.19, 9.99
7.13, 9.41, -8.11, 1.67, 0.20, 9.56
5.38, 19.58, -8.31, 0.89, 0.53, 9.98
4.25, 22.00, -8.38, -0.25, 1.09, 11.23
3.40, 18.70, -8.80, -0.88, 0.81, 10.92
3.94, 14.60, -8.41, -1.04, 0.51, 11.74
4.44, 4.55, -6.25, -0.57, 0.82, 11.51
5.46, -5.52, -2.25, 0.25, 0.64, 10.32
5.13, -8.43, 1.01, 0.67, 0.64, 9.24
5.23, -8.77, 4.78, 0.81, -0.18, 8.91
5.36, -10.31, 5.26, 0.60, -0.76, 8.68
6.60, -11.12, 3.18, 0.29, -0.55, 8.34
8.26, -7.84, 0.39, 0.46, -0.45, 7.44
11.99, 3.64, -3.81, 1.13, -0.34, 7.00
14.18, 12.58, -5.57, 1.10, -0.41, 7.23
16.22, 21.23, -6.65, 0.50, -0.44, 8.39
15.91, 22.49, -7.29, -0.40, -0.11, 9.62
15.01, 20.13, -7.42, -0.57, 0.60, 9.72
14.05, 14.88, -7.28, -1.41, 0.69, 10.97
12.82, 10.14, -6.96, -1.68, 0.56, 11.23
11.60, 1.99, -5.91, -1.50, -0.03, 11.78
11.16, -5.49, -4.81, -1.11, 0.00, 11.60
11.09, -13.21, -2.49, -0.39, 0.42, 10.48
10.41, -11.76, -0.14, -0.13, 0.37, 9.69
9.61, -9.31, 0.71, 0.36, 0.51, 9.81
7.90, -7.17, 1.18, 0.71, 0.64, 9.76
7.49, -5.68, 0.84, 1.17, 0.61, 9.99
7.04, -2.27, -0.63, 1.00, 0.23, 9.79
6.79, 2.30, -2.66, 0.80, 0.02, 9.08
6.48, 14.50, -5.65, 0.71, 0.21, 9.77
4.71, 20.57, -7.24, 0.06, 1.07, 10.04
4.14, 20.28, -7.55, -0.20, 1.45, 9.48
4.43, 18.57, -6.94, -1.09, 1.56, 11.70
3.26, 13.24, -6.08, -1.31, 1.00, 11.88
2.27, 4.39, -4.17, -1.17, -0.24, 11.72
2.12, -2.91, -2.33, -0.95, 0.31, 11.21
2.24, -11.30, 0.82, -0.26, 0.77, 9.27
2.53, -10.85, 3.00, -0.05, 0.71, 8.41
1.85, -9.41, 3.62, -0.16, 0.29, 8.02
0.95, -7.32, 3.46, 0.63, 0.22, 8.77
-0.02, -6.77, 3.46, 0.54, 0.53, 9.09
-0.64, -5.23, 2.81, 0.72, 0.45, 8.70
-0.32, -2.92, 2.29, 1.29, 0.43, 8.88
0.19, 1.40, 1.91, 1.35, -0.16, 9.29
0.35, 4.44, 0.74, 1.20, 0.01, 9.15
1.98, 11.42, -1.51, 0.00, 0.65, 10.13
3.48, 14.44, -3.35, -0.51, 0.07, 10.51
4.97, 13.64, -3.81, -1.13, 0.11, 11.34
5.83, 9.51, -3.64, -1.57, 0.28, 11.99
5.78, 4.12, -2.82, -1.03, 0.50, 11.28
6.02, -5.36, 0.06, -0.12, 0.80, 10.34
5.00, -10.06, 2.85, -0.24, 0.44, 9.46
3.81, -10.44, 3.85, 0.26, 0.38, 9.30
1.54, -9.57, 4.19, -0.02, 0.57, 8.79
0.55, -7.42, 3.39, 0.31, 0.53, 8.74
-1.14, -3.76, 1.88, 0.81, 0.63, 8.69
-1.72, -1.21, 0.66, 1.58, -0.00, 8.64
-2.67, 3.59, -1.04, 0.93, -0.24, 9.66
-2.99, 7.58, -2.56, 0.57, -0.09, 8.18
-0.95, 16.93, -4.39, 0.08, 0.44, 9.73
1.22, 17.62, -5.24, -0.94, 0.59, 11.09
2.67, 14.49, -5.51, -1.38, -0.04, 11.46
4.27, 7.50, -5.06, -1.51, -0.60, 11.38
5.03, 2.13, -3.81, -1.03, -0.17, 11.08
5.33, -6.63, -0.92, -0.68, 0.33, 10.01
5.15, -10.25, 0.61, -0.22, 0.32, 9.64
3.63, -13.32, 2.35, 0.73, 0.09, 8.93
2.69, -12.34, 3.33, 0.53, 0.45, 8.12
2.10, -8.91, 2.70, 0.64, 0.66, 8.18
1.00, -1.23, 1.14, 0.99, 0.18, 8.38
0.51, 4.11, -0.06, 1.19, 0.01, 8.58
0.41, 10.12, -1.56, 0.71, -0.01, 8.77
0.95, 12.77, -2.42, 0.70, 0.42, 9.02
2.70, 13.02, -1.63, 0.67, 0.01, 10.14
4.43, 8.54, -0.18, -0.20, -0.16, 10.78
5.47, 4.64, 0.05, -0.75, -0.14, 10.69
7.09, 1.59, -0.25, -0.62, -0.11, 10.63
7.87, 0.58, 0.23, -0.33, 0.04, 10.76
8.10, -2.64, 2.15, 0.49, 0.56, 10.44
8.09, -3.71, 3.22, 0.30, 0.91, 9.80
7.46, -2.34, 3.79, 0.50, 1.00, 9.89
6.03, 2.43, 3.49, 0.20, 0.84, 9.83
4.57, 5.22, 2.55, -0.18, 0.75, 10.98
0.71, 6.68, 1.57, -0.30, 1.13, 11.28
-1.79, 5.56, 1.72, -0.31, 1.57, 11.35
-5.17, 1.43, 3.59, 0.15, 1.49, 11.24
-7.19, -1.47, 5.02, -0.22, 0.84, 11.21
-10.53, -5.91, 5.00, -0.55, 0.28, 10.24
-12.86, -4.91, 3.31, -0.57, -0.40, 9.81
-13.84, -2.98, 1.91, -0.38, 0.04, 9.07
-12.82, 0.72, 0.91, -0.51, 0.31, 8.59
-11.28, 2.49, 1.41, -0.53, -0.07, 8.73
-8.44, 1.21, 2.86, -0.26, -0.48, 9.24
-7.00, -1.44, 3.71, -0.39, -0.61, 9.24
-4.30, -4.94, 3.53, -0.18, -0.66, 8.99
-2.23, -4.79, 2.68, -0.37, -0.71, 8.54
0.60, -1.02, 0.98, -0.41, -0.23, 8.73
2.36, 1.74, -0.45, -0.14, 0.33, 8.53
2.88, 2.66, -0.26, -0.36, 0.82, 9.38
2.71, 0.49, 1.49, 0.48, 0.63, 9.61
2.18, -2.08, 3.26, 0.32, -0.20, 10.35
0.89, -5.52, 4.32, -0.08, 0.05, 10.25
0.54, -6.65, 3.72, -0.46, -0.02, 9.87
1.54, -3.56, 1.91, -0.39, -0.24, 9.21
3.81, -0.51, 0.74, -0.64, -0.16, 9.61
5.48, -0.37, 0.22, -0.19, -0.34, 9.81
6.85, -1.56, 0.14, -0.44, 0.23, 9.93
7.19, -2.66, -0.09, -0.23, 0.18, 9.90
6.42, -2.67, -0.45, 0.16, 0.55, 10.39
5.20, -2.96, -0.69, 0.21, 0.90, 10.16
3.40, -1.98, -0.71, 0.48, 1.38, 10.45
1.90, -2.28, -0.63, 1.00, 1.16, 10.77
-0.75, -2.20, -0.06, 0.74, 0.64, 10.85
-3.42, -0.40, -0.05, 0.35, 1.08, 10.52
-4.84, 1.52, -0.24, 0.36, 0.99, 10.55
-6.26, 0.43, 0.17, -0.17, 0.57, 10.47
-6.70, -1.99, 0.51, -0.21, 0.33, 10.13
-6.35, -5.09, 1.37, -0.45, -0.12, 9.34
-5.87, -6.16, 1.69, -0.19, -0.21, 9.01
-4.82, -5.33, 1.98, 0.45, -0.10, 8.73
-4.42, -1.60, 0.94, 0.17, 0.28, 8.13
-4.06, 1.70, -0.56, 0.34, 0.40, 8.39
-4.50, 4.78, -2.40, 0.13, 0.30, 8.97
-4.56, 5.30, -2.39, 0.53, 0.73, 8.98
-4.37, 4.60, -0.05, 0.89, 0.55, 10.31
-4.46, 3.19, 1.87, 0.56, 0.02, 10.46
-3.50, 0.47, 2.70, -0.42, -0.00, 10.15
-2.06, 1.24, 0.84, -0.82, -0.05, 10.75
-0.37, 0.87, -0.39, -0.67, -0.68, 10.32
3.04, -1.44, -0.51, -0.52, -0.33, 10.07
5.26, -1.66, -0.04, -0.99, -0.21, 9.76
7.91, -4.59, -0.07, -0.14, 0.08, 9.22
8.64, -5.94, -0.27, -0.28, 0.18, 9.00
8.92, -5.72, -1.41, 0.56, 0.40, 8.84
7.72, -3.03, -2.85, 0.63, 0.74, 8.38
6.97, 1.24, -3.85, 1.29, 0.67, 7.94
5.37, 8.08, -3.87, 1.09, 0.36, 8.90
3.93, 11.22, -4.20, 0.47, 0.68, 9.55
2.27, 11.63, -5.57, -0.29, 1.11, 10.93
1.12, 9.84, -5.71, -0.16, 1.03, 10.87
0.22, 7.60, -4.48, -0.23, 0.93, 11.71
-1.06, 4.83, -3.36, -0.78, 0.71, 11.55
-1.52, 0.70, -1.89, -0.99, 0.21, 11.38
-1.19, -4.08, 0.02, -0.82, 0.53, 10.73
-0.90, -6.49, 1.30, -0.37, 0.51, 10.98
-0.85, -7.97, 2.39, -0.31, 0.41, 10.29
-0.96, -7.36, 1.94, -0.10, 0.49, 10.24
-1.37, -4.26, 0.58, -0.31, 0.71, 10.00
-1.64, -2.19, -0.47, -0.13, 1.09, 10.36
-2.09, -0.76, -0.66, -0.31, 1.25, 10.63
-2.88, -0.56, 0.18, -0.33, 1.29, 11.01
-4.16, -2.62, 2.01, -0.42, 1.03, 11.29
-5.80, -7.50, 2.88, -1.10, 0.63, 10.93
-6.11, -10.96, 2.23, -1.29, 0.37, 10.44
-6.12, -14.10, 1.92, 0.08, 0.20, 9.57
-5.20, -14.18, 2.49, 0.90, 0.31, 9.28
-3.83, -10.89, 3.11, 0.99, 0.44, 8.33
-2.40, -5.42, 2.65, 0.72, 0.22, 8.67
-1.46, 1.93, 0.34, 0.01, 0.40, 9.16
-1.26, 5.05, -2.69, -0.12, 0.22, 9.85
-1.54, 5.37, -3.52, -0.10, 0.46, 9.98
-3.07, 3.43, -2.93, -0.08, 1.23, 10.14
-4.01, 1.26, -1.51, 0.32, 1.06, 9.57
-5.46, -2.28, 0.40, -0.17, -0.30, 10.18
-6.85, -6.41, -0.25, -0.50, -0.21, 10.26
-7.83, -10.46, -2.91, -0.51, -0.55, 9.19
-7.26, -9.56, -3.94, 0.29, -0.57, 8.23
-3.88, -5.91, -3.02, 1.14, -0.13, 7.67
0.39, -0.21, -1.31, 1.08, -0.23, 8.42
3.30, 1.31, -1.49, 0.38, -0.22, 8.63
7.05, 2.54, -2.59, 0.68, -0.25, 9.37
8.68, 4.15, -3.17, 0.72, 0.13, 9.41
9.25, 6.11, -3.56, 0.65, 1.05, 10.35
8.29, 7.35, -3.15, 0.64, 0.96, 10.10
5.89, 8.66, -2.01, 0.00, 1.29, 10.95
2.27, 6.41, -1.99, 0.12, 1.47, 11.41
-0.34, 3.33, -1.72, 0.19, 0.83, 11.28
-3.99, -1.98, -2.35, -0.13, 1.00, 11.27
-5.92, -3.11, -2.74, 0.13, 1.03, 10.38
-7.92, 0.02, -2.12, -0.05, 0.23, 10.08
-8.05, 0.90, -1.08, -0.09, 0.66, 9.49
-7.43, 1.44, 0.54, -0.48, 0.99, 10.45
-6.84, -0.03, 0.94, -0.50, 0.84, 9.70
-5.14, -3.26, 0.66, 0.01, 0.65, 9.83
-5.31, -1.83, 0.32, 0.09, 0.04, 9.49
-5.81, 0.72, -0.11, 0.06, 0.17, 9.88
-6.88, 1.72, 0.56, 0.13, 0.58, 9.40
-7.31, 2.99, 1.34, -0.35, 1.00, 9.85
-8.38, 0.58, 2.47, 0.10, 0.27, 9.96
-9.02, -1.07, 3.04, -0.21, -0.69, 10.19
-9.51, -3.95, 1.38, -0.67, -0.48, 9.70
-8.48, -2.58, -1.52, -0.05, -0.63, 8.92
-6.53, 2.46, -2.80, -0.26, -0.52, 8.70
-2.83, 5.71, -3.17, 0.12, -0.19, 8.73
-0.02, 7.35, -2.38, -0.22, -0.42, 9.96
3.40, 4.20, -1.68, -0.68, -0.25, 9.95
5.45, -1.16, -1.46, -0.24, 0.06, 9.75
7.44, -5.29, -0.51, 0.34, 0.36, 9.23
8.01, -6.43, 0.14, 0.80, 0.69, 8.66
7.10, -4.70, 0.56, 0.76, 0.51, 8.99
5.03, -1.83, 0.57, 1.32, 0.38, 9.20
3.44, -0.74, 0.22, 1.10, 0.36, 9.81
1.63, 1.97, -1.24, 0.64, 0.46, 9.64
1.00, 5.69, -2.72, 0.10, 0.20, 9.62
0.14, 11.70, -5.27, -0.36, 0.49, 10.75
-1.10, 10.69, -6.57, -0.16, 0.27, 10.95
-1.18, 8.87, -5.82, 0.05, 0.82, 11.38
-1.01, 4.47, -2.81, -0.09, 1.11, 10.71
-0.03, 2.39, -0.92, -0.01, 1.00, 10.81
-0.35, -0.14, 1.08, -0.16, 0.30, 10.71
-1.34, -1.19, 0.85, -0.14, 0.29, 10.17
-3.28, -0.82, -0.71, 0.11, 0.12, 9.75
-4.82, -0.04, -1.52, 0.09, 0.53, 9.68
-6.00, 1.01, -0.85, 0.24, 1.59, 9.55
-6.29, 0.22, 1.87, 0.59, 1.46, 9.65
-6.20, -0.08, 3.91, 0.62, 0.50, 9.34
-6.90, -0.28, 4.82, -0.32, -0.07, 9.91
-7.66, 0.98, 3.13, -0.71, -0.12, 9.10
-7.64, 4.81, -0.50, -0.93, 1.06, 9.10
-7.70, 6.08, -2.79, -0.97, 1.15, 8.68
-6.48, 8.00, -4.27, -1.19, -0.04, 9.33
-3.36, 3.72, -4.44, -1.88, 0.17, 9.45
0.31, -1.11, -5.87, -2.41, 0.17, 8.77
7.74, -4.92, -11.76, -3.06, -0.25, 8.69
10.00, -4.67, -17.54, -3.00, -0.16, 10.21
8.78, -3.17, -25.86, -2.71, 1.06, 10.20
7.64, -2.65, -30.29, -2.38, 1.85, 9.84
5.65, -4.54, -34.58, -1.76, 2.68, 9.61
5.02, -6.73, -36.51, -1.61, 1.73, 11.11
1.98, -15.99, -41.58, -2.31, 0.47, 12.20
-0.56, -21.40, -48.55, -1.62, 0.94, 11.08
-2.38, -17.44, -52.31, -0.95, 1.67, 10.16
-5.39, -3.45, -54.60, -0.85, 2.08, 9.75
-7.48, 1.56, -56.27, -1.43, 1.70, 10.95
-11.34, -2.72, -61.61, -1.62, 0.41, 11.07
-13.05, -7.97, -66.48, -1.53, -0.51, 11.66
-15.11, -14.88, -72.58, -0.98, 0.30, 10.36
-14.56, -13.81, -75.84, -0.66, 0.11, 8.53
-10.67, -7.23, -80.24, -0.04, 0.98, 8.67
-7.28, -0.44, -82.26, 0.47, 1.22, 7.63
-5.37, 3.66, -82.46, 0.35, 1.10, 8.31
-3.11, 6.27, -82.24, -0.04, 1.14, 9.58
-2.66, 1.86, -82.57, -0.24, 0.49, 10.69
-2.64, -7.27, -84.49, 0.16, 0.88, 10.68
-2.76, -11.18, -84.50, 0.24, 1.00, 10.20
-2.08, -11.51, -82.14, 1.48, 1.73, 8.34
-0.25, -10.64, -77.07, 2.57, 1.90, 9.08
0.60, -12.25, -74.77, 1.70, 1.45, 8.07
3.51, -11.34, -75.60, 1.12, 1.30, 8.27
4.49, -8.43, -78.03, 0.77, 0.69, 7.54
7.38, 3.61, -82.56, 0.18, -0.14, 8.30
8.89, 9.67, -85.49, 0.03, 0.27, 8.61
11.39, 14.10, -88.84, -0.70, 0.86, 9.82
11.87, 12.83, -92.25, -0.90, 1.60, 10.39
11.22, 6.68, -95.36, -1.29, 2.18, 9.95
8.70, 3.86, -99.00, -1.34, 2.25, 10.72
5.64, 3.88, -101.02, -1.74, 1.70, 11.51
0.11, 2.06, -102.75, -2.34, 0.91, 12.65
-2.88, -0.54, -103.81, -2.61, 1.25, 12.70
-4.94, -10.35, -105.34, -2.57, 2.75, 13.39
-6.07, -19.58, -107.22, -2.19, 2.57, 12.07
-6.91, -25.12, -110.94, -1.05, 1.75, 11.52
-9.35, -21.16, -113.33, 0.02, 0.86, 9.70
-10.89, -13.88, -115.39, -0.10, 0.67, 9.32
-12.57, -2.31, -121.21, -0.52, 0.67, 9.04
-13.32, 4.83, -126.54, -1.61, 0.64, 9.27
-14.33, 13.26, -133.80, -1.54, 0.16, 9.92
-14.88, 16.09, -137.20, -2.53, -0.12, 10.82
-15.37, 13.89, -140.48, -2.04, 0.73, 10.84
-14.71, 8.51, -140.75, -1.58, 1.84, 10.76
-14.20, -4.13, -139.38, -0.50, 1.46, 9.20
-14.75, -10.94, -137.30, 0.08, 0.44, 10.44
-17.84, -14.62, -136.38, 0.41, -0.15, 9.69
-20.81, -13.66, -134.19, 0.69, -0.38, 8.52
-20.94, -9.45, -131.77, 1.08, -0.33, 8.15
-18.94, 0.37, -125.29, 1.98, -0.26, 8.46
-16.24, 5.69, -119.29, 2.82, -0.24, 8.62
-11.26, 8.27, -109.15, 2.43, -0.19, 8.03
-5.36, 7.53, -100.08, 1.85, -0.66, 7.45
-1.41, 8.61, -95.50, 1.42, -0.92, 8.07
2.69, 8.22, -89.62, 0.64, -0.64, 9.49
5.06, 5.23, -86.69, 0.62, -0.34, 8.96
8.13, 1.39, -83.63, 0.68, 0.31, 9.74
8.45, -0.20, -81.46, 1.31, -0.11, 9.85
6.84, -2.27, -77.03, 1.48, -0.27, 10.52
4.81, -3.27, -71.17, 2.08, -0.21, 9.73
3.96, -2.58, -67.05, 1.80, -0.42, 10.24
1.98, -2.50, -62.33, 1.57, -0.64, 9.78
1.32, -0.66, -60.03, 1.46, -1.04, 9.72
-0.14, 3.66, -57.06, 0.99, -0.58, 10.24
-1.67, 7.56, -55.49, 0.88, -0.63, 9.74
-2.77, 11.46, -52.94, 0.66, 0.01, 10.01
-3.70, 9.99, -50.83, -0.19, 0.68, 10.51
-4.20, 8.20, -50.18, -0.65, -0.10, 10.87
-5.79, 5.39, -48.31, -0.24, -0.41, 10.64
-6.79, 4.53, -45.93, 0.01, -0.10, 10.59
-8.53, 2.83, -41.59, -0.16, 0.14, 10.20
-9.53, 3.10, -37.55, 0.26, 0.06, 10.07
-10.29, 5.07, -34.53, 0.09, 0.35, 9.95
-10.55, 8.24, -30.08, 0.10, 0.65, 10.45
-10.49, 7.80, -27.24, -0.49, 0.65, 10.76
-10.27, 4.59, -23.77, -0.62, 0.29, 10.82
-9.93, 2.32, -21.22, -0.68, 0.12, 10.36
-9.35, -0.41, -16.93, 0.13, -0.25, 11.12
-9.49, -4.35, -14.24, 0.27, -0.36, 9.66
-8.67, -7.35, -10.99, 0.66, -0.19, 8.71
-7.45, -3.07, -8.99, 0.47, -0.20, 8.02
-6.37, 0.92, -8.13, 0.62, -0.48, 7.88
-4.26, 5.46, -5.76, 0.53, -1.02, 8.30
-2.45, 5.97, -3.58, 0.10, -0.78, 8.39
0.23, 3.06, -1.43, -0.07, -1.06, 8.90
1.95, 0.40, 0.05, 0.13, -1.45, 8.63
4.46, -3.56, 2.56, 0.60, -1.15, 8.94
5.80, -5.84, 3.65, 0.55, -0.49, 8.88
8.39, -5.42, 3.88, 0.67, -0.17, 9.29
9.57, -3.60, 3.30, 0.88, -0.27, 9.38
9.75, -0.99, 2.69, 0.74, -0.29, 9.95
8.28, 2.35, 1.60, 0.55, 0.20, 10.93
6.46, 2.94, 1.55, 0.54, 0.02, 11.11
3.46, 2.98, 2.24, -0.10, 0.18, 11.76
1.43, 1.76, 2.84, -0.37, 0.65, 11.77
-0.67, -1.65, 3.87, -0.19, 0.60, 11.68
-2.04, -4.82, 4.70, 0.27, 0.09, 11.58
-3.73, -8.44, 5.97, 1.08, -0.62, 10.16
-4.04, -5.83, 6.28, 0.99, -0.35, 8.99
-3.64, -0.65, 5.47, 0.66, -0.22, 8.16
-2.50, 10.06, 3.56, -0.04, -0.30, 8.58
-1.90, 13.27, 2.29, -0.30, -0.27, 8.73
-1.08, 12.45, 1.40, -0.34, -0.41, 8.51
-0.43, 10.60, 1.82, -0.32, -0.63, 9.00
-0.17, 3.81, 3.91, 0.37, -0.09, 9.31
-0.08, -0.91, 5.79, 0.01, 0.31, 9.26
-0.08, -5.82, 7.06, 0.14, 0.67, 9.42
-0.29, -6.83, 7.68, 0.33, 0.66, 9.76
-0.59, -5.48, 8.26, 0.28, 0.67, 9.67
-0.72, -2.46, 8.85, -0.01, 0.24, 10.49
-0.61, -1.85, 9.32, -0.08, 0.25, 10.22
-0.72, -1.56, 9.16, -0.52, 0.17, 12.17
-2.02, -4.36, 8.91, -0.61, -0.05, 11.37
-2.93, -8.24, 9.28, -0.49, -0.17, 11.27
-3.41, -9.72, 9.98, -0.37, 0.30, 11.07
-4.00, -9.90, 11.44, 0.37, 0.17, 9.68
-4.48, -6.46, 11.61, 0.49, -0.64, 9.17
-5.13, -3.28, 10.66, 0.04, -1.28, 9.04
-6.12, 1.87, 7.75, -0.16, -1.05, 9.23
-6.26, 4.81, 5.63, -0.53, -0.67, 8.98
-5.74, 5.99, 2.78, -0.70, -0.24, 9.68
-5.41, 5.09, 1.49, -0.58, 0.08, 10.40
-5.10, 2.16, 1.14, -0.83, 0.23, 10.33
-4.91, 0.61, 1.07, -0.89, 0.26, 10.40
-5.74, -1.22, 1.09, -0.93, -0.02, 10.87
-7.34, -3.53, 1.02, -0.56, -0.01, 10.68
-9.00, -4.81, 1.14, -0.42, 0.08, 10.56
-11.11, -6.38, 1.09, 0.31, 0.06, 9.53
-11.68, -6.70, 1.21, 0.56, -0.40, 9.52
-11.03, -7.13, 0.79, 0.26, -0.61, 9.64
-9.68, -5.80, -0.03, 0.35, -0.90, 8.36
-5.32, 2.97, -0.18, 0.34, -1.10, 8.43
-2.46, 5.95, 0.23, 0.26, -0.93, 8.62
1.41, 5.00, 1.04, 0.11, -1.02, 8.48
4.87, 1.59, 2.28, -0.05, -1.15, 8.79
6.10, -1.36, 2.70, 0.15, -0.77, 8.55
7.35, -3.90, 2.69, -0.02, -0.48, 8.98
7.72, -5.49, 2.30, 0.36, -0.03, 8.64
7.92, -3.09, 2.27, 1.03, 0.35, 8.71
